"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","92","displays the value thats passed via children","CodeController","Sat Mar 07 20:42:54 UTC 2026","passed","Sat Mar 07 20:42:54 UTC 2026","","","",""
"","88","displays extensions in a table when data is available","ActiveExtensionsCard","Sat Mar 07 20:39:29 UTC 2026","passed","Sat Mar 07 20:39:30 UTC 2026","","","",""
"","10","removes multiple keys from state","useObjectState","Sat Mar 07 20:42:30 UTC 2026","passed","Sat Mar 07 20:42:30 UTC 2026","","","",""
"","354","should not allow leading or trailing empty spaces","CreateUserForm","Sat Mar 07 20:39:45 UTC 2026","passed","Sat Mar 07 20:39:46 UTC 2026","","","",""
"Test cases for TestParseAGMembersFromNodes_","0","TestParseAGMembersFromNodes_","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseAGMembersFromNodes_","TestParseAGMembersFromNodes_"
"","707","renders the form for editing an existing rule","Rule Form","Sat Mar 07 20:39:27 UTC 2026","passed","Sat Mar 07 20:39:28 UTC 2026","","","",""
"","553","should render","ExploreTable","Sat Mar 07 20:39:07 UTC 2026","passed","Sat Mar 07 20:39:08 UTC 2026","","","",""
"Test cases for TestAddOrderByToNeo4jQuery_NoOrderByClause","0","TestAddOrderByToNeo4jQuery_NoOrderByClause","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestAddOrderByToNeo4jQuery_NoOrderByClause","TestAddOrderByToNeo4jQuery_NoOrderByClause"
"","11","sets autoDisplayTable to false if query returns no results","useExploreTableAutoDisplay","Sat Mar 07 20:42:13 UTC 2026","passed","Sat Mar 07 20:42:13 UTC 2026","","","",""
"","49","sets autoDisplayTable to false if enabled param is false","useExploreTableAutoDisplay","Sat Mar 07 20:42:13 UTC 2026","passed","Sat Mar 07 20:42:13 UTC 2026","","","",""
"","453","should display Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and user role is selected","UpdateUserForm","Sat Mar 07 20:39:21 UTC 2026","passed","Sat Mar 07 20:39:22 UTC 2026","","","",""
"Test cases for TestAuditLogin","1","TestAuditLogin","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAuditLogin","TestAuditLogin"
"","5220","checking a single edge type updates its parent and grandparent","Pathfinding","Sat Mar 07 20:40:50 UTC 2026","passed","Sat Mar 07 20:40:55 UTC 2026","","","",""
"Test cases for TestSetValuesFromEnv","2","TestSetValuesFromEnv","","Sat Mar 07 20:38:48 UTC 2026","passed","Sat Mar 07 20:38:48 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/TestSetValuesFromEnv","TestSetValuesFromEnv"
"","742","should not call onSubmit when password does not match confirmation password when reset password button clicked","PasswordResetForm","Sat Mar 07 20:41:00 UTC 2026","passed","Sat Mar 07 20:41:01 UTC 2026","","","",""
"","10","removes key from state","useObjectState","Sat Mar 07 20:42:30 UTC 2026","passed","Sat Mar 07 20:42:30 UTC 2026","","","",""
"","734","should render an update user form","UpdateUserDialog","Sat Mar 07 20:39:40 UTC 2026","passed","Sat Mar 07 20:39:41 UTC 2026","","","",""
"","110","enables returning a list of tags","the useAssetGroupTags utilities","Sat Mar 07 20:39:59 UTC 2026","passed","Sat Mar 07 20:39:59 UTC 2026","","","",""
"Test cases for TestManagementResource_ListAuthTokens_InvalidFilterPredicate","0","TestManagementResource_ListAuthTokens_InvalidFilterPredicate","","Sat Mar 07 20:39:06 UTC 2026","passed","Sat Mar 07 20:39:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_InvalidFilterPredicate","TestManagementResource_ListAuthTokens_InvalidFilterPredicate"
"Test cases for TestManagementResource_ListUsers_Filtered","0","TestManagementResource_ListUsers_Filtered","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListUsers_Filtered","TestManagementResource_ListUsers_Filtered"
"","482","calls delete mutation when confirm button is clicked with correct input","ActiveExtensionsCard","Sat Mar 07 20:39:32 UTC 2026","passed","Sat Mar 07 20:39:33 UTC 2026","","","",""
"","0","fails for password without uppercase letters","testPassword","Sat Mar 07 20:43:07 UTC 2026","passed","Sat Mar 07 20:43:07 UTC 2026","","","",""
"Test cases for TestWriteAndValidateZip","0","TestWriteAndValidateZip","","Sat Mar 07 20:38:59 UTC 2026","passed","Sat Mar 07 20:38:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestWriteAndValidateZip","TestWriteAndValidateZip"
"Test cases for TestResources_ListAssetGroupMembersCount","3","TestResources_ListAssetGroupMembersCount","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAssetGroupMembersCount","TestResources_ListAssetGroupMembersCount"
"","40","upon selecting just a destination node, updates the URL with a searchType of 'node' and secondarySearch of the node's objectid","usePathfindingSearch","Sat Mar 07 20:40:59 UTC 2026","passed","Sat Mar 07 20:40:59 UTC 2026","","","",""
"","5","should render when search string is not found in the text","HighlightedText","Sat Mar 07 20:42:29 UTC 2026","passed","Sat Mar 07 20:42:29 UTC 2026","","","",""
"","898","should render with a full list of multiple tenants and domains","Simple Environment Selector","Sat Mar 07 20:40:24 UTC 2026","passed","Sat Mar 07 20:40:25 UTC 2026","","","",""
"","277","navigates to all rules when clicking ""All Rules""","RulesAccordion","Sat Mar 07 20:41:25 UTC 2026","passed","Sat Mar 07 20:41:26 UTC 2026","","","",""
"","137","renders a button for opening the dialog","SchemaUploadDialog","Sat Mar 07 20:41:11 UTC 2026","passed","Sat Mar 07 20:41:11 UTC 2026","","","",""
"","361","calls onToggleNodeLabels when click show all node labels","GraphControls","Sat Mar 07 20:39:48 UTC 2026","passed","Sat Mar 07 20:39:48 UTC 2026","","Toggling labels","",""
"Test cases for Test_ValidateGraph","9","Test_ValidateGraph","","Sat Mar 07 20:38:59 UTC 2026","passed","Sat Mar 07 20:38:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/Test_ValidateGraph","Test_ValidateGraph"
"","282","sets a primarySearch=id and searchType=node when secondarySearch is falsey","ContextMenu","Sat Mar 07 20:39:57 UTC 2026","passed","Sat Mar 07 20:39:58 UTC 2026","","","",""
"","463","renders correctly with requiresCurrentPassword false","PasswordDialog","Sat Mar 07 20:39:35 UTC 2026","passed","Sat Mar 07 20:39:35 UTC 2026","","","",""
"","265","sets a secondary=id and searchType=pathfinding when primary is truthy","ContextMenu","Sat Mar 07 20:43:43 UTC 2026","passed","Sat Mar 07 20:43:44 UTC 2026","","","",""
"","1819","displays a list of available sharphound and azurehound files to download","DownloadCollectors","Sat Mar 07 20:43:33 UTC 2026","passed","Sat Mar 07 20:43:35 UTC 2026","","","",""
"Test cases for TestSortJSONArrays","1","TestSortJSONArrays","","Sat Mar 07 20:39:10 UTC 2026","passed","Sat Mar 07 20:39:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/test/TestSortJSONArrays","TestSortJSONArrays"
"Test cases for TestResources_GetPathfindingResult","0","TestResources_GetPathfindingResult","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetPathfindingResult","TestResources_GetPathfindingResult"
"Test cases for TestFilter","0","TestFilter","","Sat Mar 07 20:39:27 UTC 2026","passed","Sat Mar 07 20:39:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestFilter","TestFilter"
"","627","should render a SaveQueryDialog","SaveQueryDialog","Sat Mar 07 20:39:12 UTC 2026","passed","Sat Mar 07 20:39:13 UTC 2026","","","",""
"","555","navigates to object details when clicking an object row","ObjectsAccordion","Sat Mar 07 20:42:15 UTC 2026","passed","Sat Mar 07 20:42:16 UTC 2026","","","",""
"Test cases for TestResources_CreateAssetGroupTagSelector","1","TestResources_CreateAssetGroupTagSelector","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateAssetGroupTagSelector","TestResources_CreateAssetGroupTagSelector"
"","537","renders a list of asset group members","GroupManagement","Sat Mar 07 20:43:52 UTC 2026","passed","Sat Mar 07 20:43:53 UTC 2026","","","",""
"","250","on clicking switch shows modal and when clicking cancel closes it and switch stays enabled","CitrixRDPConfiguration","Sat Mar 07 20:40:12 UTC 2026","passed","Sat Mar 07 20:40:13 UTC 2026","","Click on switch to disable","",""
"","0","reports an API error when the name for the rule is not unique","handleError","Sat Mar 07 20:39:53 UTC 2026","passed","Sat Mar 07 20:39:53 UTC 2026","","","",""
"","13","makes no count request when neither a Tag or Rule is selected (tagId and ruleId are undefined from path params","useObjectCounts","Sat Mar 07 20:42:45 UTC 2026","passed","Sat Mar 07 20:42:45 UTC 2026","","","",""
"","756","should render a create user form","CreateUserDialog","Sat Mar 07 20:39:38 UTC 2026","passed","Sat Mar 07 20:39:39 UTC 2026","","","",""
"Test cases for TestNormalizeToUTF8","0","TestNormalizeToUTF8","","Sat Mar 07 20:39:14 UTC 2026","passed","Sat Mar 07 20:39:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestNormalizeToUTF8","TestNormalizeToUTF8"
"Test cases for Test_FixtureSetup","0","Test_FixtureSetup","","Sat Mar 07 20:39:16 UTC 2026","passed","Sat Mar 07 20:39:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_FixtureSetup","Test_FixtureSetup"
"Test cases for TestResources_ListADOUContainedComputers","0","TestResources_ListADOUContainedComputers","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADOUContainedComputers","TestResources_ListADOUContainedComputers"
"Test cases for TestContextMiddlewareBypassEnabled","0","TestContextMiddlewareBypassEnabled","","Sat Mar 07 20:38:37 UTC 2026","passed","Sat Mar 07 20:38:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestContextMiddlewareBypassEnabled","TestContextMiddlewareBypassEnabled"
"","6","constructs correct URLSearchParams with all filters","createHistoryParams","Sat Mar 07 20:42:17 UTC 2026","passed","Sat Mar 07 20:42:17 UTC 2026","","","",""
"","764","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and admin role is selected","UpdateUserForm","Sat Mar 07 20:39:23 UTC 2026","passed","Sat Mar 07 20:39:23 UTC 2026","","","",""
"Copyright 2021 The Go Authors. All rights reserved.TestConcat was ripped from go1.22 source and should be replaced with the stdlib implementation when we move to 1.22Original source: https:","1","TestConcat","","Sat Mar 07 20:39:27 UTC 2026","passed","Sat Mar 07 20:39:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestConcat","TestConcat"
"","0","abbreviates thousands, millions, billions, trillions as expected","numberFormatting","Sat Mar 07 20:42:57 UTC 2026","passed","Sat Mar 07 20:42:57 UTC 2026","","","",""
"","0","The node radius is adjusted to take into account the current camera zoom ratio","getNodeRadius","Sat Mar 07 20:44:03 UTC 2026","passed","Sat Mar 07 20:44:03 UTC 2026","","","",""
"","1171","sets input text on date click","ManagedDatePicker - date validation","Sat Mar 07 20:41:06 UTC 2026","passed","Sat Mar 07 20:41:07 UTC 2026","","","",""
"","376","renders an edit form for the selected asset group when a user has graph write permissions","GroupManagement","Sat Mar 07 20:43:51 UTC 2026","passed","Sat Mar 07 20:43:52 UTC 2026","","","",""
"","63","populates the node search field when the 'primarySearch' query param is set","useNodeSearch","Sat Mar 07 20:42:20 UTC 2026","passed","Sat Mar 07 20:42:20 UTC 2026","","","",""
"","163","opens when keyboard shortcut is pressed","GraphControls","Sat Mar 07 20:39:50 UTC 2026","passed","Sat Mar 07 20:39:50 UTC 2026","","Searching current results","",""
"Test cases for TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn","0","TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn","","Sat Mar 07 20:38:54 UTC 2026","passed","Sat Mar 07 20:38:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn","TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn"
"","0","returns true when id is a environment aggregation type","isEnvironmentAggregation","Sat Mar 07 20:39:25 UTC 2026","passed","Sat Mar 07 20:39:25 UTC 2026","","","",""
"","0","returns true if both arrays are empty","areArraysSimilar","Sat Mar 07 20:42:50 UTC 2026","passed","Sat Mar 07 20:42:50 UTC 2026","","","",""
"","0","runs a pathfinding search when the query param is set to ""pathfinding""","useExploreGraph","Sat Mar 07 20:40:49 UTC 2026","passed","Sat Mar 07 20:40:49 UTC 2026","","exploreGraphQueryFactory","",""
"","75","renders a ListItemActionMenu component","ListItemActionMenu","Sat Mar 07 20:41:51 UTC 2026","passed","Sat Mar 07 20:41:51 UTC 2026","","","",""
"","0","The user has yet to type into the search (for OU and Domain searches that have hard coded types)","Getting the text for the disabled item display for a search when there are no results","Sat Mar 07 20:41:23 UTC 2026","passed","Sat Mar 07 20:41:23 UTC 2026","","Empty data states","",""
"Test cases for TestDisenrollMFA_Failure","0","TestDisenrollMFA_Failure","","Sat Mar 07 20:39:08 UTC 2026","passed","Sat Mar 07 20:39:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestDisenrollMFA_Failure","TestDisenrollMFA_Failure"
"Test cases for TestNewAuditLog_Error","0","TestNewAuditLog_Error","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestNewAuditLog_Error","TestNewAuditLog_Error"
"","62","renders a dash when actor is BloodHoundString","NoteCell component","Sat Mar 07 20:41:59 UTC 2026","passed","Sat Mar 07 20:41:59 UTC 2026","","","",""
"Test cases for TestResources_ListADComputerAdmins","3","TestResources_ListADComputerAdmins","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerAdmins","TestResources_ListADComputerAdmins"
"","206","Download button causes the json2csv function to be called","ExploreTable","Sat Mar 07 20:39:11 UTC 2026","passed","Sat Mar 07 20:39:11 UTC 2026","","","",""
"","74","calls getAssetGroupTags for topTagId","DetailsRoot","Sat Mar 07 20:43:11 UTC 2026","passed","Sat Mar 07 20:43:11 UTC 2026","","","",""
"Test cases for TestUnmarshalNonIntegerNumber","0","TestUnmarshalNonIntegerNumber","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalNonIntegerNumber","TestUnmarshalNonIntegerNumber"
"Test cases for TestUnmarshalTimeJSON","0","TestUnmarshalTimeJSON","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalTimeJSON","TestUnmarshalTimeJSON"
"","46","navigates to the specified route with global params intact","AppNavigate","Sat Mar 07 20:42:04 UTC 2026","passed","Sat Mar 07 20:42:04 UTC 2026","","","",""
"","289","should render","SSOProviderTable","Sat Mar 07 20:41:53 UTC 2026","passed","Sat Mar 07 20:41:54 UTC 2026","","","",""
"Test cases for TestCreateUser_Success","1015","TestCreateUser_Success","","Sat Mar 07 20:38:51 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestCreateUser_Success","TestCreateUser_Success"
"Test cases for TestResources_ShareSavedQueriesPermissions_CanUpdateSavedQueriesPermission","4","TestResources_ShareSavedQueriesPermissions_CanUpdateSavedQueriesPermission","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ShareSavedQueriesPermissions_CanUpdateSavedQueriesPermission","TestResources_ShareSavedQueriesPermissions_CanUpdateSavedQueriesPermission"
"","628","should call onSubmit when input is valid and Submit button is clicked","UpsertSAMLProviderForm","Sat Mar 07 20:42:06 UTC 2026","passed","Sat Mar 07 20:42:07 UTC 2026","","","",""
"Test cases for TestFloatFrom","1","TestFloatFrom","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatFrom","TestFloatFrom"
"Test cases for TestDomainSelectors_GetFilterCriteria_Domain","0","TestDomainSelectors_GetFilterCriteria_Domain","","Sat Mar 07 20:38:54 UTC 2026","passed","Sat Mar 07 20:38:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterCriteria_Domain","TestDomainSelectors_GetFilterCriteria_Domain"
